Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
"79","'276","Germany","1225","'21523","Tallow","5510","Production","1986","1986","tonnes","99706.370000","E"
"106","'380","Italy","587","'01359.01","Persimmons","5419","Yield","2002","2002","hg/ha","187375.000000","E"
"106","'380","Italy","541","'01349.20","Other stone fruits","5510","Production","2016","2016","tonnes","7385.000000","I"
"174","'620","Portugal","459","'01691","Chicory roots","5510","Production","2005","2005","tonnes",,"M"
"174","'620","Portugal","534","'01345","Peaches and nectarines","5419","Yield","1968","1968","hg/ha","56875.000000","E"
"106","'380","Italy","234","'01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","5312","Area harvested","1969","1969","ha",,"M"
"203","'724","Spain","711","'01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","5510","Production","1973","1973","tonnes","1300.000000","A"
"106","'380","Italy","490","'01323","Oranges","5312","Area harvested","1990","1990","ha","105156.000000","A"
"68","'250","France","157","'01801","Sugar beet","5312","Area harvested","1975","1975","ha","598100.000000","A"
"203","'724","Spain","403","'01253.02","Onions and shallots, dry (excluding dehydrated)","5419","Yield","2000","2000","hg/ha","438353.000000","E"
"174","'620","Portugal","1035","'21113.01","Meat of pig with the bone, fresh or chilled","5510","Production","1985","1985","tonnes","174490.000000","A"
"106","'380","Italy","547","'01353.01","Raspberries","5419","Yield","2010","2010","hg/ha","69338.000000","E"
"106","'380","Italy","1097","'21118.01","Horse meat, fresh or chilled","5320","Producing Animals/Slaughtered","1968","1968","Head","256000.000000","A"
"106","'380","Italy","292","'01442","Mustard seed","5312","Area harvested","1969","1969","ha","800.000000","E"
"174","'620","Portugal","51","'24310.01","Beer of barley, malted","5510","Production","1962","1962","tonnes","38175.000000","A"
"79","'276","Germany","534","'01345","Peaches and nectarines","5510","Production","1996","1996","tonnes","800.000000","A"
"68","'250","France","220","'01373","Chestnuts, in shell","5312","Area harvested","2014","2014","ha","7758.000000","A"
"203","'724","Spain","267","'01445","Sunflower seed","5312","Area harvested","1985","1985","ha","988575.000000","A"
"68","'250","France","221","'01371","Almonds, in shell","5510","Production","1966","1966","tonnes","1340.000000","A"
"203","'724","Spain","388","'01234","Tomatoes","5312","Area harvested","2003","2003","ha","62973.000000","A"
"79","'276","Germany","895","'22221.02","Skim milk, evaporated","5510","Production","1979","1979","tonnes","19800.000000","E"
"174","'620","Portugal","260","'01450","Olives","5419","Yield","1996","1996","hg/ha","8440.000000","E"
"174","'620","Portugal","280","'01446","Safflower seed","5510","Production","2014","2014","tonnes",,"M"
"106","'380","Italy","534","'01345","Peaches and nectarines","5510","Production","1993","1993","tonnes","1641540.000000","A"
"174","'620","Portugal","1717","'F1717","Cereals, Total","5419","Yield","2017","2017","hg/ha","47597.000000","E"
"79","'276","Germany","976","'02122","Sheep","5111","Stocks","1975","1975","Head","2887144.000000","A"
"79","'276","Germany","977","'21115","Meat of sheep, fresh or chilled","5320","Producing Animals/Slaughtered","1993","1993","Head","2194512.000000","A"
"106","'380","Italy","919","'02951.01","Raw hides and skins of cattle","5510","Production","1990","1990","tonnes","148000.000000","E"
"203","'724","Spain","577","'01314","Dates","5510","Production","1971","1971","tonnes","15944.000000","A"
"174","'620","Portugal","1025","'02954","Raw hides and skins of goats or kids","5420","Yield","2012","2012","hg/An","37.000000","E"
"79","'276","Germany","393","'01213","Cauliflowers and broccoli","5510","Production","1985","1985","tonnes","229782.000000","A"
"106","'380","Italy","544","'01354","Strawberries","5419","Yield","1994","1994","hg/ha","236466.000000","E"
"68","'250","France","181","'01702","Broad beans and horse beans, dry","5419","Yield","1986","1986","hg/ha","31818.000000","E"
"79","'276","Germany","1020","'02292","Raw milk of goats","5420","Yield","1989","1989","hg/An","7771.000000","E"
"203","'724","Spain","187","'01705","Peas, dry","5312","Area harvested","1990","1990","ha","9100.000000","A"
"106","'380","Italy","336","'01449.02","Hempseed","5312","Area harvested","2005","2005","ha",,"M"
"174","'620","Portugal","426","'01251","Carrots and turnips","5419","Yield","2002","2002","hg/ha","331448.000000","E"
"68","'250","France","414","'01241.90","Other beans, green","5419","Yield","1989","1989","hg/ha","80922.000000","E"
"79","'276","Germany","393","'01213","Cauliflowers and broccoli","5419","Yield","2011","2011","hg/ha","222466.000000","E"
"68","'250","France","497","'01322","Lemons and limes","5419","Yield","2016","2016","hg/ha","117239.000000","E"
"79","'276","Germany","530","'01344.01","Sour cherries","5510","Production","1972","1972","tonnes","121650.000000","A"
"203","'724","Spain","567","'01221","Watermelons","5312","Area harvested","1989","1989","ha","29500.000000","A"
"79","'276","Germany","210","'01709.02","Lupins","5510","Production","2015","2015","tonnes","38300.000000","A"
"203","'724","Spain","486","'01312","Bananas","5510","Production","1969","1969","tonnes","432200.000000","A"
"203","'724","Spain","1807","'F1807","Sheep and Goat Meat","5320","Producing Animals/Slaughtered","2015","2015","Head","11170445.000000","E"
"79","'276","Germany","463","'01290.90","Other vegetables, fresh n.e.c.","5312","Area harvested","2013","2013","ha","11711.000000","A"
"68","'250","France","103","'01199.02","Mixed grain","5312","Area harvested","1974","1974","ha","185600.000000","A"
"203","'724","Spain","459","'01691","Chicory roots","5510","Production","1964","1964","tonnes","18184.000000","A"
"203","'724","Spain","526","'01343","Apricots","5510","Production","1973","1973","tonnes","131000.000000","A"
"174","'620","Portugal","394","'01235","Pumpkins, squash and gourds","5419","Yield","1988","1988","hg/ha","200000.000000","E"
"174","'620","Portugal","574","'01318","Pineapples","5312","Area harvested","2018","2018","ha",,"A"
"68","'250","France","237","'2161","Soya bean oil","5510","Production","2008","2008","tonnes","53500.000000","T"
"174","'620","Portugal","490","'01323","Oranges","5419","Yield","1994","1994","hg/ha","94180.000000","E"
"106","'380","Italy","531","'01344.02","Cherries","5419","Yield","1981","1981","hg/ha","48214.000000","T"
"68","'250","France","75","'0117","Oats","5312","Area harvested","1998","1998","ha","130964.000000","A"
"174","'620","Portugal","225","'01374","Hazelnuts, in shell","5510","Production","2019","2019","tonnes","220.000000","A"
"79","'276","Germany","1073","'21123","Meat of geese, fresh or chilled","5424","Yield/Carcass Weight","1985","1985","0.1g/An","45833.000000","E"
"106","'380","Italy","393","'01213","Cauliflowers and broccoli","5312","Area harvested","1980","1980","ha","26143.000000","A"
"174","'620","Portugal","1735","'F1735","Vegetables Primary","5312","Area harvested","1976","1976","ha","60304.000000","E"
"106","'380","Italy","292","'01442","Mustard seed","5312","Area harvested","1997","1997","ha",,"M"
"203","'724","Spain","27","'0113","Rice","5312","Area harvested","1976","1976","ha","64000.000000","A"
"79","'276","Germany","919","'02951.01","Raw hides and skins of cattle","5320","Producing Animals/Slaughtered","2000","2000","Head","4285724.000000","A"
"106","'380","Italy","187","'01705","Peas, dry","5510","Production","1967","1967","tonnes","8930.000000","A"
"203","'724","Spain","1732","'F1732","Oilcrops, Oil Equivalent","5510","Production","2010","2010","tonnes","1977360.180000","E"
"79","'276","Germany","201","'01704","Lentils, dry","5312","Area harvested","1981","1981","ha","16.000000","T"
"68","'250","France","162","'2351f","Raw cane or beet sugar (centrifugal only)","5510","Production","1965","1965","tonnes","2381000.000000","A"
"68","'250","France","71","'0116","Rye","5312","Area harvested","1998","1998","ha","40936.000000","A"
"203","'724","Spain","1735","'F1735","Vegetables Primary","5419","Yield","2008","2008","hg/ha","357053.000000","E"
"174","'620","Portugal","1807","'F1807","Sheep and Goat Meat","5510","Production","1968","1968","tonnes","20225.000000","E"
"106","'380","Italy","1141","'21114","Meat of rabbits and hares, fresh or chilled","5424","Yield/Carcass Weight","1962","1962","0.1g/An","15000.000000","E"
"106","'380","Italy","222","'01376","Walnuts, in shell","5419","Yield","2009","2009","hg/ha","30785.000000","E"
"68","'250","France","564","'24212.02","Wine","5510","Production","1998","1998","tonnes","5427100.000000","A"
"203","'724","Spain","515","'01341","Apples","5419","Yield","1964","1964","hg/ha","144865.000000","E"
"203","'724","Spain","1729","'F1729","Treenuts, Total","5510","Production","1983","1983","tonnes","238885.000000","E"
"106","'380","Italy","403","'01253.02","Onions and shallots, dry (excluding dehydrated)","5510","Production","1987","1987","tonnes","477100.000000","A"
"106","'380","Italy","1016","'02123","Goats","5111","Stocks","1983","1983","Head","1360000.000000","A"
"203","'724","Spain","220","'01373","Chestnuts, in shell","5312","Area harvested","1979","1979","ha",,"M"
"174","'620","Portugal","97","'01191","Triticale","5419","Yield","2016","2016","hg/ha","19051.000000","E"
"174","'620","Portugal","507","'01321","Pomelos and grapefruits","5419","Yield","1963","1963","hg/ha","74074.000000","I"
"203","'724","Spain","103","'01199.02","Mixed grain","5419","Yield","1966","1966","hg/ha","9191.000000","E"
"106","'380","Italy","515","'01341","Apples","5312","Area harvested","1988","1988","ha","79700.000000","A"
"174","'620","Portugal","882","'02211","Raw milk of cattle","5510","Production","1981","1981","tonnes","815127.000000","A"
"174","'620","Portugal","388","'01234","Tomatoes","5312","Area harvested","2002","2002","ha","11898.000000","A"
"106","'380","Italy","490","'01323","Oranges","5312","Area harvested","1989","1989","ha","104746.000000","A"
"68","'250","France","1804","'F1804","Citrus Fruit, Total","5510","Production","2003","2003","tonnes","27749.000000","E"
"68","'250","France","552","'01355.01","Blueberries","5419","Yield","2006","2006","hg/ha","64286.000000","E"
"106","'380","Italy","1080","'21124","Meat of turkeys, fresh or chilled","5510","Production","1986","1986","tonnes","237000.000000","A"
"68","'250","France","1025","'02954","Raw hides and skins of goats or kids","5320","Producing Animals/Slaughtered","1974","1974","Head","1029760.000000","A"
"106","'380","Italy","567","'01221","Watermelons","5312","Area harvested","1966","1966","ha","25975.000000","A"
"68","'250","France","564","'24212.02","Wine","5510","Production","1995","1995","tonnes","5560100.000000","A"
"68","'250","France","867","'21111.01","Meat of cattle with the bone, fresh or chilled","5510","Production","1964","1964","tonnes","1378000.000000","A"
"79","'276","Germany","393","'01213","Cauliflowers and broccoli","5510","Production","1974","1974","tonnes","182770.000000","A"
"203","'724","Spain","885","'22120","Cream, fresh","5510","Production","1987","1987","tonnes","33000.000000","A"
"79","'276","Germany","449","'01270","Mushrooms and truffles","5419","Yield","1993","1993","hg/ha","1835443.000000","E"
"68","'250","France","894","'22221.01","Whole milk, evaporated","5510","Production","1981","1981","tonnes","75000.000000","A"
"68","'250","France","515","'01341","Apples","5312","Area harvested","1962","1962","ha","102946.000000","A"
"203","'724","Spain","101","'01195","Canary seed","5510","Production","1968","1968","tonnes","2103.000000","A"
"174","'620","Portugal","560","'01330","Grapes","5312","Area harvested","1965","1965","ha","250000.000000","E"
"79","'276","Germany","1723","'F1723","Sugar Crops Primary","5510","Production","2001","2001","tonnes","24729921.000000","E"
"68","'250","France","1717","'F1717","Cereals, Total","5312","Area harvested","1969","1969","ha","9375548.000000","E"
"106","'380","Italy","205","'01709.01","Vetches","5419","Yield","1991","1991","hg/ha","9482.000000","E"
"68","'250","France","495","'01324","Tangerines, mandarins, clementines","5510","Production","1993","1993","tonnes","26204.000000","A"
"68","'250","France","417","'01242","Peas, green","5312","Area harvested","1967","1967","ha","46216.000000","A"
"79","'276","Germany","541","'01349.20","Other stone fruits","5419","Yield","1997","1997","hg/ha","46939.000000","E"
"68","'250","France","281","'21631.02","Safflower-seed oil, crude","5510","Production","1992","1992","tonnes","329.350000","I"
"203","'724","Spain","156","'01802","Sugar cane","5510","Production","2015","2015","tonnes","311.000000","E"
"174","'620","Portugal","530","'01344.01","Sour cherries","5312","Area harvested","2012","2012","ha","42.000000","A"
"174","'620","Portugal","116","'01510","Potatoes","5419","Yield","2002","2002","hg/ha","161642.000000","E"
"79","'276","Germany","15","'0111","Wheat","5510","Production","1993","1993","tonnes","15766533.000000","A"
"68","'250","France","108","'01199.90","Cereals n.e.c.","5419","Yield","2004","2004","hg/ha","35085.000000","E"
"79","'276","Germany","270","'01443","Rape or colza seed","5510","Production","2007","2007","tonnes","5320518.000000","A"
"106","'380","Italy","1097","'21118.01","Horse meat, fresh or chilled","5320","Producing Animals/Slaughtered","1996","1996","Head","248000.000000","A"
"203","'724","Spain","1091","'0232","Eggs from other birds in shell, fresh, n.e.c.","5313","Laying","1992","1992","1000 Head","240.000000","A"
"79","'276","Germany","1035","'21113.01","Meat of pig with the bone, fresh or chilled","5510","Production","1980","1980","tonnes","4418200.000000","T"
"174","'620","Portugal","1783","'F1783","Eggs Primary","5510","Production","1977","1977","tonnes","52200.000000","E"
"68","'250","France","426","'01251","Carrots and turnips","5510","Production","2017","2017","tonnes","582944.000000","A"
"68","'250","France","15","'0111","Wheat","5510","Production","2005","2005","tonnes","36886103.000000","A"
"68","'250","France","1726","'F1726","Pulses, Total","5419","Yield","1966","1966","hg/ha","15292.000000","E"
"203","'724","Spain","83","'0114","Sorghum","5312","Area harvested","1993","1993","ha","4885.000000","A"
"106","'380","Italy","270","'01443","Rape or colza seed","5312","Area harvested","2010","2010","ha","20400.000000","A"
"106","'380","Italy","1183","'02960.01","Beeswax","5510","Production","1993","1993","tonnes","100.000000","A"
"68","'250","France","1025","'02954","Raw hides and skins of goats or kids","5420","Yield","1965","1965","hg/An","5.000000","T"
"106","'380","Italy","220","'01373","Chestnuts, in shell","5510","Production","1979","1979","tonnes","70849.000000","A"
"106","'380","Italy","536","'01346","Plums and sloes","5510","Production","1963","1963","tonnes","125100.000000","A"
"203","'724","Spain","1111","'21118.03","Meat of mules, fresh or chilled","5320","Producing Animals/Slaughtered","1976","1976","Head","24400.000000","A"
"174","'620","Portugal","526","'01343","Apricots","5312","Area harvested","1999","1999","ha","629.000000","A"
"68","'250","France","1025","'02954","Raw hides and skins of goats or kids","5420","Yield","1972","1972","hg/An","4.000000","E"
"106","'380","Italy","267","'01445","Sunflower seed","5312","Area harvested","1977","1977","ha","31020.000000","A"
"203","'724","Spain","773","'26190.01","Flax, processed but not spun","5312","Area harvested","1962","1962","ha","7310.000000","A"
"68","'250","France","568","'01229","Cantaloupes and other melons","5419","Yield","1973","1973","hg/ha","118395.000000","E"
"203","'724","Spain","689","'01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","5419","Yield","1969","1969","hg/ha","18732.000000","E"
"106","'380","Italy","221","'01371","Almonds, in shell","5510","Production","1997","1997","tonnes","104494.000000","A"
"174","'620","Portugal","619","'01359.90","Other fruits, n.e.c.","5510","Production","2011","2011","tonnes","3897.000000","A"
"68","'250","France","536","'01346","Plums and sloes","5312","Area harvested","2019","2019","ha","14830.000000","A"
"68","'250","France","1080","'21124","Meat of turkeys, fresh or chilled","5424","Yield/Carcass Weight","1969","1969","0.1g/An","41560.000000","E"
"68","'250","France","567","'01221","Watermelons","5312","Area harvested","1979","1979","ha","204.000000","A"
"68","'250","France","399","'01233","Eggplants (aubergines)","5419","Yield","2001","2001","hg/ha","389239.000000","E"
"174","'620","Portugal","667","'01620","Tea leaves","5312","Area harvested","2011","2011","ha","18.000000","I"
"79","'276","Germany","292","'01442","Mustard seed","5510","Production","2003","2003","tonnes","5180.000000","E"
"68","'250","France","826","'01970","Unmanufactured tobacco","5419","Yield","1997","1997","hg/ha","25691.000000","E"
"174","'620","Portugal","1019","'21515","Goat fat, unrendered","5320","Producing Animals/Slaughtered","1992","1992","Head","260601.000000","A"
"174","'620","Portugal","982","'02291","Raw milk of sheep","5420","Yield","2007","2007","hg/An","1992.000000","E"
"203","'724","Spain","486","'01312","Bananas","5510","Production","2014","2014","tonnes","365268.000000","A"
"174","'620","Portugal","1806","'F1806","Beef and Buffalo Meat","5320","Producing Animals/Slaughtered","1998","1998","Head","411813.000000","E"
"68","'250","France","900","'22130.02","Whey, dry","5510","Production","2004","2004","tonnes","623000.000000","A"
"106","'380","Italy","417","'01242","Peas, green","5510","Production","1986","1986","tonnes","200080.000000","A"
"203","'724","Spain","420","'01243","Broad beans and horse beans, green","5312","Area harvested","2003","2003","ha","6800.000000","A"
"79","'276","Germany","176","'01701","Beans, dry","5510","Production","2012","2012","tonnes",,"M"
"203","'724","Spain","397","'01232","Cucumbers and gherkins","5419","Yield","1965","1965","hg/ha","180305.000000","E"
"68","'250","France","446","'01290.01","Green corn (maize)","5312","Area harvested","1994","1994","ha","20631.000000","A"
"203","'724","Spain","394","'01235","Pumpkins, squash and gourds","5312","Area harvested","2008","2008","ha","8000.000000","E"
"106","'380","Italy","490","'01323","Oranges","5510","Production","1962","1962","tonnes","712200.000000","A"
"68","'250","France","258","'21691.14","Oil of palm kernel","5510","Production","1988","1988","tonnes","10.000000","E"
"174","'620","Portugal","137","'01540","Yams","5312","Area harvested","1987","1987","ha","319.000000","A"
"68","'250","France","417","'01242","Peas, green","5312","Area harvested","2008","2008","ha","29351.000000","A"
"68","'250","France","292","'01442","Mustard seed","5312","Area harvested","2011","2011","ha","6948.000000","I"
"68","'250","France","399","'01233","Eggplants (aubergines)","5312","Area harvested","1994","1994","ha","767.000000","A"
"203","'724","Spain","1017","'21116","Meat of goat, fresh or chilled","5417","Yield/Carcass Weight","2002","2002","hg/An","82.000000","E"
"203","'724","Spain","515","'01341","Apples","5312","Area harvested","1983","1983","ha","57900.000000","A"
"106","'380","Italy","393","'01213","Cauliflowers and broccoli","5312","Area harvested","2004","2004","ha","17946.000000","A"
"106","'380","Italy","1110","'02133","Mules and hinnies","5111","Stocks","1984","1984","Head","59100.000000","A"
"68","'250","France","1717","'F1717","Cereals, Total","5419","Yield","2015","2015","hg/ha","75700.000000","E"
"68","'250","France","333","'01441","Linseed","5419","Yield","1997","1997","hg/ha","18163.000000","E"
"79","'276","Germany","2029","'F2029","Poultry Birds","5112","Stocks","2001","2001","1000 Head","119582.000000","E"
"106","'380","Italy","157","'01801","Sugar beet","5510","Production","1983","1983","tonnes","10084100.000000","A"
"106","'380","Italy","30","'F0030","Rice, paddy (rice milled equivalent)","5510","Production","1981","1981","tonnes","595831.000000","E"
"203","'724","Spain","1735","'F1735","Vegetables Primary","5312","Area harvested","1999","1999","ha","334734.000000","E"
"68","'250","France","1068","'02154","Ducks","5112","Stocks","2018","2018","1000 Head","23976.000000","A"
"79","'276","Germany","1780","'F1780","Milk, Total","5510","Production","1990","1990","tonnes","31342024.000000","E"
"203","'724","Spain","754","'01930.02","Pyrethrum, dried flowers","5510","Production","1984","1984","tonnes",,"M"
"203","'724","Spain","544","'01354","Strawberries","5312","Area harvested","2016","2016","ha","6867.000000","A"
"174","'620","Portugal","1098","'21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","5510","Production","1993","1993","tonnes","95.000000","I"
"68","'250","France","292","'01442","Mustard seed","5312","Area harvested","1975","1975","ha","1320.000000","A"
"68","'250","France","1808","'F1808","Meat, Poultry","5424","Yield/Carcass Weight","1968","1968","0.1g/An","15333.000000","E"
"68","'250","France","536","'01346","Plums and sloes","5312","Area harvested","1992","1992","ha","19609.000000","A"
"174","'620","Portugal","1080","'21124","Meat of turkeys, fresh or chilled","5321","Producing Animals/Slaughtered","1994","1994","1000 Head","7085.000000","E"
"79","'276","Germany","211","'01709.90","Other pulses n.e.c.","5419","Yield","2005","2005","hg/ha","42779.000000","E"
"203","'724","Spain","977","'21115","Meat of sheep, fresh or chilled","5320","Producing Animals/Slaughtered","2015","2015","Head","9960176.000000","A"
"106","'380","Italy","252","'2166","Coconut oil","5510","Production","1976","1976","tonnes","8810.000000","A"
"203","'724","Spain","373","'01215","Spinach","5312","Area harvested","1965","1965","ha","2200.000000","A"
"106","'380","Italy","530","'01344.01","Sour cherries","5510","Production","2015","2015","tonnes","7584.000000","I"
"203","'724","Spain","495","'01324","Tangerines, mandarins, clementines","5312","Area harvested","1966","1966","ha","13600.000000","A"
"68","'250","France","547","'01353.01","Raspberries","5510","Production","2015","2015","tonnes","4242.000000","A"
"68","'250","France","885","'22120","Cream, fresh","5510","Production","2010","2010","tonnes","361060.000000","A"
"174","'620","Portugal","898","'22212","Skim milk and whey powder","5510","Production","1971","1971","tonnes","7896.000000","A"
"174","'620","Portugal","176","'01701","Beans, dry","5312","Area harvested","1962","1962","ha","431624.000000","A"
"174","'620","Portugal","333","'01441","Linseed","5312","Area harvested","2010","2010","ha",,"M"
"68","'250","France","71","'0116","Rye","5419","Yield","1986","1986","hg/ha","28272.000000","E"
"174","'620","Portugal","512","'01329","Other citrus fruit, n.e.c.","5510","Production","2014","2014","tonnes","0.000000","A"
"174","'620","Portugal","221","'01371","Almonds, in shell","5312","Area harvested","1974","1974","ha","39842.000000","A"
"203","'724","Spain","603","'01319","Other tropical fruits, n.e.c.","5510","Production","1981","1981","tonnes","20665.000000","A"
"68","'250","France","1183","'02960.01","Beeswax","5510","Production","2017","2017","tonnes","438.000000","I"
"203","'724","Spain","1166","'21170.92","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","5510","Production","2002","2002","tonnes","100.000000","E"
"106","'380","Italy","1062","'0231","Hen eggs in shell, fresh","5410","Yield","1989","1989","100mg/An","124452.000000","T"
"203","'724","Spain","515","'01341","Apples","5419","Yield","2009","2009","hg/ha","184007.000000","E"
"68","'250","France","336","'01449.02","Hempseed","5419","Yield","1981","1981","hg/ha","5857.000000","E"
"203","'724","Spain","397","'01232","Cucumbers and gherkins","5312","Area harvested","1971","1971","ha","4100.000000","A"
"106","'380","Italy","558","'01355.90","Other berries and fruits of the genus vaccinium n.e.c.","5312","Area harvested","1984","1984","ha",,"M"
"106","'380","Italy","1080","'21124","Meat of turkeys, fresh or chilled","5510","Production","2003","2003","tonnes","265017.000000","A"
"79","'276","Germany","891","'22230.01","Yoghurt","5510","Production","1967","1967","tonnes","800.000000","I"
"106","'380","Italy","401","'01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","5312","Area harvested","1993","1993","ha","13986.000000","A"
"68","'250","France","222","'01376","Walnuts, in shell","5312","Area harvested","1981","1981","ha",,"M"
"203","'724","Spain","334","'21691.12","Oil of linseed","5510","Production","2016","2016","tonnes","1500.000000","T"
"203","'724","Spain","826","'01970","Unmanufactured tobacco","5419","Yield","1970","1970","hg/ha","17059.000000","E"
"203","'724","Spain","1035","'21113.01","Meat of pig with the bone, fresh or chilled","5510","Production","2014","2014","tonnes","3555606.000000","A"
"106","'380","Italy","767","'01921.02","Cotton lint, ginned","5510","Production","2011","2011","tonnes",,"M"
"106","'380","Italy","886","'22241.01","Butter of cow milk","5510","Production","1990","1990","tonnes","102945.000000","A"
"79","'276","Germany","187","'01705","Peas, dry","5510","Production","2014","2014","tonnes","155300.000000","A"
"106","'380","Italy","331","'2168","Cottonseed oil","5510","Production","1983","1983","tonnes","595.000000","E"
"79","'276","Germany","1140","'02191","Rabbits and hares","5112","Stocks","1975","1975","1000 Head","25.000000","E"
"68","'250","France","521","'01342.01","Pears","5510","Production","1962","1962","tonnes","565000.000000","A"
"68","'250","France","526","'01343","Apricots","5312","Area harvested","1971","1971","ha","12499.000000","A"
"106","'380","Italy","515","'01341","Apples","5312","Area harvested","1990","1990","ha","78012.000000","A"
"68","'250","France","1141","'21114","Meat of rabbits and hares, fresh or chilled","5510","Production","1967","1967","tonnes","185000.000000","E"
"174","'620","Portugal","507","'01321","Pomelos and grapefruits","5510","Production","1987","1987","tonnes","8046.000000","A"
"106","'380","Italy","1242","'21700.02","Margarine and shortening","5510","Production","1993","1993","tonnes","99619.000000","A"
"79","'276","Germany","919","'02951.01","Raw hides and skins of cattle","5420","Yield","1997","1997","hg/An","347.000000","E"
"174","'620","Portugal","399","'01233","Eggplants (aubergines)","5419","Yield","1993","1993","hg/ha","56643.000000","E"
"106","'380","Italy","777","'01929.02","True hemp, raw or retted","5419","Yield","1965","1965","hg/ha","11131.000000","E"
"68","'250","France","56","'0112","Maize (corn)","5510","Production","1985","1985","tonnes","12409000.000000","A"
"203","'724","Spain","1726","'F1726","Pulses, Total","5510","Production","1992","1992","tonnes","153752.000000","E"
"174","'620","Portugal","122","'01530","Sweet potatoes","5510","Production","2002","2002","tonnes","23958.000000","I"
"68","'250","France","867","'21111.01","Meat of cattle with the bone, fresh or chilled","5417","Yield/Carcass Weight","1994","1994","hg/An","2730.000000","E"
"68","'250","France","560","'01330","Grapes","5419","Yield","2004","2004","hg/ha","88793.000000","E"
"106","'380","Italy","512","'01329","Other citrus fruit, n.e.c.","5510","Production","1980","1980","tonnes","49280.000000","A"
"68","'250","France","1037","'21511.01","Fat of pigs","5510","Production","2000","2000","tonnes","81232.000000","I"
"79","'276","Germany","1069","'21122","Meat of ducks, fresh or chilled","5321","Producing Animals/Slaughtered","2020","2020","1000 Head","12072.000000","A"
"68","'250","France","534","'01345","Peaches and nectarines","5419","Yield","1986","1986","hg/ha","149895.000000","E"
"203","'724","Spain","919","'02951.01","Raw hides and skins of cattle","5420","Yield","1971","1971","hg/An","228.000000","T"
"106","'380","Italy","777","'01929.02","True hemp, raw or retted","5312","Area harvested","1972","1972","ha","269.000000","A"
"106","'380","Italy","1181","'02196","Bees","5114","Stocks","1989","1989","No","950000.000000","E"
"203","'724","Spain","531","'01344.02","Cherries","5510","Production","1969","1969","tonnes","51700.000000","A"
"203","'724","Spain","1034","'02140","Swine / pigs","5111","Stocks","1975","1975","Head","7868000.000000","A"
"79","'276","Germany","393","'01213","Cauliflowers and broccoli","5510","Production","2019","2019","tonnes","128140.000000","A"
"68","'250","France","1783","'F1783","Eggs Primary","5510","Production","2002","2002","tonnes","996200.000000","E"
"106","'380","Italy","201","'01704","Lentils, dry","5419","Yield","1983","1983","hg/ha","9159.000000","E"
"79","'276","Germany","515","'01341","Apples","5419","Yield","1999","1999","hg/ha","289413.000000","E"
"174","'620","Portugal","1735","'F1735","Vegetables Primary","5419","Yield","1997","1997","hg/ha","252712.000000","E"
"174","'620","Portugal","156","'01802","Sugar cane","5510","Production","2011","2011","tonnes","5200.000000","E"
"68","'250","France","260","'01450","Olives","5510","Production","2015","2015","tonnes","34675.000000","A"
"203","'724","Spain","547","'01353.01","Raspberries","5312","Area harvested","2013","2013","ha","1400.000000","A"
"106","'380","Italy","221","'01371","Almonds, in shell","5312","Area harvested","1966","1966","ha","304200.000000","T"
"203","'724","Spain","978","'21155","Edible offal of sheep, fresh, chilled or frozen","5510","Production","1997","1997","tonnes","51442.000000","I"
"174","'620","Portugal","463","'01290.90","Other vegetables, fresh n.e.c.","5510","Production","2018","2018","tonnes","7210.000000","A"
"106","'380","Italy","406","'01252","Green garlic","5312","Area harvested","1996","1996","ha","4294.000000","I"
"106","'380","Italy","162","'2351f","Raw cane or beet sugar (centrifugal only)","5510","Production","2007","2007","tonnes","729000.000000","T"
"203","'724","Spain","15","'0111","Wheat","5419","Yield","2012","2012","hg/ha","23718.000000","E"
"68","'250","France","1062","'0231","Hen eggs in shell, fresh","5313","Laying","1979","1979","1000 Head","66800.000000","E"
"106","'380","Italy","495","'01324","Tangerines, mandarins, clementines","5312","Area harvested","1988","1988","ha","30695.000000","A"
"79","'276","Germany","895","'22221.02","Skim milk, evaporated","5510","Production","2004","2004","tonnes","51209.000000","A"
"79","'276","Germany","258","'21691.14","Oil of palm kernel","5510","Production","1969","1969","tonnes","31600.000000","E"
"68","'250","France","201","'01704","Lentils, dry","5312","Area harvested","1995","1995","ha","4405.000000","A"
"203","'724","Spain","1808","'F1808","Meat, Poultry","5510","Production","1969","1969","tonnes","385800.000000","E"
"79","'276","Germany","417","'01242","Peas, green","5510","Production","2009","2009","tonnes","34270.000000","A"
"106","'380","Italy","157","'01801","Sugar beet","5510","Production","2010","2010","tonnes","3550100.000000","A"
"174","'620","Portugal","592","'01352","Kiwi fruit","5312","Area harvested","1995","1995","ha","1094.000000","A"
"203","'724","Spain","399","'01233","Eggplants (aubergines)","5510","Production","2015","2015","tonnes","244540.000000","A"
"68","'250","France","1780","'F1780","Milk, Total","5510","Production","2013","2013","tonnes","24591383.000000","E"
"106","'380","Italy","393","'01213","Cauliflowers and broccoli","5419","Yield","2005","2005","hg/ha","237283.000000","E"
